textID,text,selected_text,sentiment
5370c9a541, haha. It does have a nice ring to it (: Lets get used to that. ok! iloveyoutoo.,It does have a nice ring to it (:,positive
c41b7823f5,rainy season-- here it comes!,rainy season-- here it comes!,neutral
a28753460c,i decided that myspacee is wayy better,wayy better,positive
706c37c79d,"sad day, redskins release Jansen   Best wishes to him. http://twurl.nl/ueivwi","sad day, redskins release Jansen   Best wishes to him.",neutral
f3b8e59928, ahahaha! That`s funny.,funny.,positive
ae1d5afeb5, aww way to make me feel special,special,positive
e645d31af6," Hii,I freaking love you  I would be the happiest 13 year old girl alive if you replied to this.",I freaking love,positive
b00436c2d3, looks like you need a local marketing person. I`m booked for 2 gigs in Vegas that day,looks like you need a local marketing person. I`m booked for 2 gigs in Vegas that day,neutral
dbc12aea84,goin to bed w/smokey!!!!!,goin to bed w/smokey!!!!!,neutral
a232d645c7, Stu Lantz is awesome! I miss Chick Hearn tho,Stu Lantz is awesome! I miss Chick Hearn tho,neutral
4007cd966a, Congrats on the tax refund.  Those are always nice.,e always nice,positive
c05ab1f1cf, ummm. Idk. Courtney`s date is hooking us up.,ummm. Idk. Courtney`s date is hooking us up.,neutral
ba89f20eea,"_zaboo its ok, it just hurts abit i thought i was doing a good job... if i was rude to people i could understand...  x",hurts,negative
c3f8c3c648, Been meaning to email you for months. Your pre-reunion party must be coming up soon. Really wish I could be there. >140 char soon,wish,positive
c3eb547008,"Just started on here and i already see  and  are by far the biggest talkers, er, i mean tweeters!","he biggest talkers,",positive
5d33106e80,OMG Great Day Today Went To A Art Thingy  And Noe I Really Want A Zune HD  And The Bed Part Its Raining  Come Out Mister Sun,Great Day,positive
6422b79b69, - all is fine  thanks! you guys dont have any quakes there?,thanks,positive
022157e66f,_Fangirl Won`t let me watch since i`m in the states.  Boo.,Won`t let me watch,negative
7198b4c0cf, You too!   Happy Mom`s get to rule and kids have to take it day,Happy Mom`s get to rul,positive
1f40da44dc, Thanks man.  That sorted it. I only ever remember 222.222,Thanks man.  That sorted it,positive
600beeae50, I love it. Tell me it didn`t match my shirt perfectly. Can you just not move PLEASE? What am I supposed to do without you?,love,positive
6774ef79d9,Good morning! Driving to work,Good morning!,positive
ba9274b5d5," oh my gosh, loved it!",loved it!,positive
291e9d5727,So bored... need more people for rsmv !!  jagex doesn`t let u say RSMV unless its the first word u say in the sentence.. sad,sad,negative
b2c6875311,tonight my bed has been the Enterprise and I was Mrs Kirk,tonight my bed has been the Enterprise and I was Mrs Kirk,neutral
bc63da3379,My apologies for the very impersonal #FF. Swamped today  All great people and great follows though. You can`t go wrong with those folks!,My apologies for the very impersonal #FF. Swamped today  All great people and great follows though. You can`t go wrong with those folks!,neutral
d30cabe282,'It`s not **** if you scream surprise first.' - my customer just said to me. Haha.  (via )LMAO,Haha.,positive
14393f569c,Happy Monday!  Lots of little things to do today!  Tried to water plants out front very early in jammies! Got caught by two neighbors!!,Happy,positive
ff3432f875," just the mere fact that you twittered and someone read it, then it matters p.s. love your song Gravity",love,positive
84014e8fba,I am now eating one of those big subway cookies with a glass of warm milk. YUM,I am now eating one of those big subway cookies with a glass of warm milk. YUM,positive
ef2ccb6b14,Amost there,Amost there,neutral
9590e14088, that sucks!  how old are you actually?,that sucks!,negative
71da70bbde, I am 100% jealous.  wish I had some,I am 100% jealous.  wish I had some,neutral
efcc2af74a, thats great  (((hugs))),great,positive
9bf2e0669e,_fisher Hey!! How are u??did u got my reply??,_fisher Hey!! How are u??did u got my reply??,neutral
77a6add433,"loved, but hated driving in pollution","loved,",positive
328005a45a," have a nice time, with plenty of dreams",nice,positive
b158be44d1, im gunna juhs so its another way to talk ta yu  <3,im gunna juhs so its another way to talk ta yu  <3,neutral
7285878e72,is sad yo hear about Ashleycat,is sad yo,negative
4fe8d469b8,im slowly losing followers one by one.,losing followers,negative
1c89af6ece,watching hoping for haley,hoping,positive
453c9e618b, Thank you for the follow friday love,Thank you for the follow friday love,positive
98fc0a931d, I selected 4 people today out of my list. Out of 300 or so I picked the 4 that made me laugh!,I selected 4 people today out of my list. Out of 300 or so I picked the 4 that made me laugh!,neutral
3ceaa9407a,Hello Twitter,Hello Twitter,neutral
1427e06ca5, awww THANK YOU!  you are a great guy too  how`s ur weekend been so far?  hugs ****,a great,positive
244536cb9c, Remember to put your phone on silent! lol  Night loveees,t loveees,positive
03445b5ba3,My wife can`t get on the guest list for tomorrows show because it doesn`t exist. LAME. I guess no wife at the show.,LAME.,negative
ddd01f10c1,not super keen on the drive home through the rain.. additional concentration required that i don`t really wanna deal with,not super keen on the drive home through the rain.. additional concentration required that i don`t really wanna deal with,neutral
82831e923c,My lovely husband made me breakfast in bed this morning. Who says chivalry is dead?,lovely,positive
21e124b975,wants to go to falkland but cant cause of stupid exams and mtbcut are going to be there,stupid exams,negative
9881d8236e,putting up a half naked dougie poster  i love sugar`s ladmag,love,positive
03836a329c, wow... you`re doing this all through text?  I would get tired after a while,t tired,negative
6dee75f6ce, I`m on msn now,I`m on msn now,neutral
bd045108dd,"at workyy, trying to get on point with all that I have to do  smile!! <3Lin-Man tonight!!","at workyy, trying to get on point with all that I have to do  smile!! <3Lin-Man tonight!!",neutral
aefd7aebd6," i wnt there yesterday!  wish u could go with me someday u,u LOOVE YA <3","wish u could go with me someday u,u LOOVE YA",positive
a79f914fb9,another friday night with nothing to do ...boyfriend works until 1am,another friday night with nothing to do ...boyfriend works until 1am,neutral
8ab58a8e83,"lol simpsons S20E19: 'first day at your new school, so lisa: have fun!   and bart:  DON`T!'",lol,positive
01a1accd07, Your schmoo is moving? Are you sad?,Your schmoo is moving? Are you sad?,neutral
71e07902af,sad that she didn`t get to see Rica before she leaves later today..,sad,negative
ecfc3c4122,I am beginning to think sun blcok is a haox.,haox.,negative
bbd9c7c9c5, I`m so sorry to hear your bad news.  I will send happy thoughts your way that you find a new job very soon!,I`m so sorry to hear your bad news.  I will send happy thoughts your way that you find a new job very soon!,neutral
04d08b4ef3,"#3wordsaftersex  Ow, rug burns","#3wordsaftersex  Ow, rug burns",neutral
ba5a6d67c3,Wtf why am i JUST getting up now? HM:TM today  but before that... revision revision revision :/,Wtf,negative
aac0a4e7c6,Not eating funnel cake at Mag Fest is what I am doing,Not eating funnel cake at Mag Fest is what I am doing,neutral
5dd521a5d8,"The Rain Makes Me Sad. Its Like I Want To Kill myself,<-",Sad.,negative
13cd333797," This early in the morning, they probably won`t even need much make-up","This early in the morning, they probably won`t even need much make-up",neutral
f785a1856f,I love being ignored except to be yelled at. I love my life.,I love being ignored except to be yelled at. I love my life.,neutral
c3df70efbc,"_cm  Didn`t drink enough for a hangover, just tired and over worked",just tired and over worked,negative
90697d7ad1,Watched the White House dinner speech by Barack. He`s just so many kinds of awesome!,awesome!,positive
3e7bbe922c,My student just walked in balling.  She just witnessed her dog getting hit on the street.  I don`t know what to do to cheer her up.,My student just walked in balling.  She just witnessed her dog getting hit on the street.,negative
4ade066ad8, thanks for the message - just worked out how to see them and reply!,thanks for the message,positive
e6f129e747,"Wow, it`s so early. Just had the best conversation.",best,positive
cf377d16dc,alone @ home... nice  very nice!!,nice  very nice!!,positive
ea2f9935d8,Just burned my tongue!!,Just burned my tongue!!,negative
f7793c949e, no go on the bro down tonight for brett,no go on the bro down tonight for brett,neutral
e5fa38b19e, next time? I might not get there this time if the bus has anything to do with it,next time? I might not get there this time if the bus has anything to do with it,neutral
9ef111ff88,gymnastics time.  My last night for teaching Friday evening classes.   New summer schedule starts next week.,gymnastics time.  My last night for teaching Friday evening classes.   New summer schedule starts next week.,neutral
57599d3686, LOL! Thanks  glad I have the time off to spend with him! Can`t imagine trying to go into work right now.,LOL! Thanks  glad I have the time off to spend with him! Can`t imagine trying to go into work right now.,neutral
d2eeeccabc,is sad that today is her last day in san diego,is sad,negative
ba9467d823," Actually, I also thought Mother`s Day was May 31st until I was remembered of Pentecost  Uselessly complicated, I would say",I was remembered of Pentecost  Uselessly complicated,negative
3d5c1ed21b, Up is out?  I didn`t get the memo   It looks amazing.,o   It looks amazi,positive
137cf2539a,"hurt my left knee somehow last night, hurts to walk","hurt my left knee somehow last night, hurts to walk",negative
583a00cc83,knee surgery.... back home for about 6 weeks,knee surgery.... back home for about 6 weeks,neutral
a8904c7fd6,  that`s no bueno...hope u feel better!,..hope u feel better!,positive
350b1a5c91,They raised the prices at work which means people are tipping less. Yay,raised the prices,negative
271f924afd,Reception food at Long Beach graduation = no Champagne  http://twitpic.com/67eba,Reception food at Long Beach graduation = no,neutral
ff6f7cbaeb,Ug. Full of cold and in a dark pub. Want to go outside,Ug. Full of cold and in a dark pub. Want to go outside,neutral
c668b1eefc,1 week before the palm pre comes out and my centro dies. I have a temp phone but my contacts aren`t transfered yet. #sadpanda #fb,1 week before the palm pre comes out and my centro dies. I have a temp phone but my contacts aren`t transfered yet. #sadpanda #fb,neutral
bcbff1c073,Goodnight peoples!,Goodnight,positive
5ca138e6ff,Cavs do it again!!  Oh yea!,Cavs do it again!!  Oh yea!,neutral
464c6dc204, have a safe flight...,have a safe flight...,positive
dac0a43072,On my way to CP.. Got some work there.,On my way to CP.. Got some work there.,neutral
3ab12ae6a0,playing with  on a cool new website... hopefully ready very soon,playing with  on a cool new website.,positive
0f8195c613,"But now talking about today, Oh my GODNESS! Problems, problems, problems. about love, money, math, parents.....that`s enough, isn`****?","problems,",negative
55276d9a72,"Well, another family was chosen for the child we interviewed for  back to looking for another kid","Well, another family was chosen for the child we interviewed for  back to looking for another kid",neutral
462149c135,Someone stole my new laptop at the airport. haven`t even used it. Guess the US economy is breeding a new set of 'opportinists',Someone stole my new laptop at the airport.,negative
3197d839cf," Hehehe  I didn`t really know that! Well, use your blog or Twitter to suggest interesting topics for ppl to engage in","Hehehe  I didn`t really know that! Well, use your blog or Twitter to suggest interesting topics for ppl to engage in",neutral
3df92745c3,my baby man is 4 years old a week today  he`s growing up too fast.....,my baby man is 4 years old a week today  he`s growing up too fast.....,neutral
bcd73a9aa7,On the bus goin 2 work but omg seriously im sooooo tired dont know if i`ll survive the 8 hour shift,seriously im sooooo tired dont know if i`ll survive the 8 hour shift,negative
9dcab9dc06,"Thanks those who have clicked :p Well I think I did something wrong, it`s still at 0 visitor, 0%.. maybe I need to reinstall everything","Thanks those who have clicked :p Well I think I did something wrong, it`s still at 0 visitor, 0%.. maybe I need to reinstall everything",neutral
cdd73f9bf4, really was the best night ever,best,positive
d23a55585b,UGH! I have GOT TO STOP biting my nails  grrrrr,UGH! I have GOT TO STOP biting my nails  grrrrr,negative
dbdb957eea,Okay gots to go and now for the first time since it started will miss the Block Party on ,Okay gots to go and now for the first time since it started will miss the Block Party on,neutral
500e5c1f26,Is now back at the school working on the bach.project,Is now back at the school working on the bach.project,neutral
b887756dd3,Shaw guys are over when I want to be sleeping,Shaw guys are over when I want to be sleeping,neutral
20ad2eca78,This is my 201th update,This is my 201th update,neutral
0144e85a19,just got back from Mcfly concert ahh it was so amazing! and I am now in love with David Archuleta,ahh it was so amazing! and I am now in love with David Archuleta,positive
dd6b2d0a34,"Fatigue settling in, but gotta power through! Awesome seats again tonight. I`m pretty lucky. Life ain`t too bad...","Fatigue settling in, but gotta power through! Awesome seats again tonight. I`m pretty lucky. Life ain`t too bad...",positive
d71ce50ae9,TGIF Resto here at home is dayuummm expensive!,expensive!,negative
03296ed395,"Was a little slow to try this one, but Ben & Jerry`s Mission to Marzipan is a bit of a letdown.",is a bit of a letdown.,negative
189879e1f2,Mmmmmm.... Coffee...,Mmmmmm.... Coffee...,neutral
ed16c010b5,Playing pacman on itouch!  lol,Playing pacman on itouch!  lol,neutral
3f1fb0ae3c,oww...just bit my tongue,oww...just bit my tongue,neutral
c988aca31e, its so sad how dead it is.,dead,negative
9a28ff3bc4,morning!  well excited dancing down the park todayyy! should be good!  wooo c`mon venue!  ****,excited,positive
15f47296e2,Sooo.....I`m kinda o sick n tired of the bs that guys dish out  !!!!!!!!,I`m kinda o sick n tired,negative
2ece2e6bf2,home for the night to hang out with my mom and study,home for the night to hang out with my mom and study,neutral
f83603a1f2, I`m watching it at the moment  -sighs- and straightening my hair which takes hours as my hair is so curly!!,h takes hours,negative
46bef3e9ee,From ME and no one else! Muhahahaaaa! Well maybe Jesse,From ME and no one else! Muhahahaaaa! Well maybe Jesse,neutral
11df97d036,  do you remember them all.... do not take that as a challenge to!,do you remember them all.... do not take that as a challenge to!,neutral
dd020d7cc0, seperate = Yum. Together = gross sounding.,seperate = Yum. Together = gross sounding.,neutral
c35f392086,"Uber Bored ATM, after Out of the Blue, will have shower, then watch house or numb3rs (vid) then CSI + CSI NY + Bones Double . .. . YAY!",YAY!,positive
f975278452,Dentist   but the chicks hot so thats a plus,Dentist   but the chicks hot so thats a plus,neutral
873e668560," Ha-ha abbreviate it , so it`s not so bulky",bulky,negative
0a411da367, Grrrrrrrr................,Grrrrrrrr................,neutral
79cb7efe6f,is thrilled prom went well,is thrilled prom went well,positive
c58cd47886,Not feelin right. Hope the feeling passes. Stupid stomach.,Not feelin right.,negative
3e2486d789, lannen fall?    we have a new EP coming out shortly.  I want you dudes to hear it!,lannen fall?    we have a new EP coming out shortly.  I want you dudes to hear,neutral
d353471c64, but thats 7 weeks away  Im sure we got by only tweeting at night before?,but thats 7 weeks away  Im sure we got by only tweeting at night before?,neutral
c4ab478a7a, http://twitpic.com/41dbn - :o I See Your Dog..  Bella..?,http://twitpic.com/41dbn - :o I See Your Dog..  Bella..?,neutral
55d58bba3f,Wants to meet Jeff Hardy and Beth Britt So bad its Soo Annoying  x x,So bad its Soo Annoying,negative
1d6fb06a53,One taken from earlier this week!  http://twitpic.com/4wb42,One taken from earlier this week!,neutral
5714d8c2c3,  Goodnight.,Goodnight,positive
ae2c206375, i don`t have any excuse other than night shifts! we got our orphan lambs from a local farmer so we cheated,i don`t have any excuse other than night shifts! we got our orphan lambs from a local farmer so we cheated,negative
4101fad169,Home from a day of pampering with mom & dinner with family. Am currently snuggied up on the couch with a glass of wine & a new book. Ahhh,pampering wi,positive
846cb3f303,wants to be sunbathin!!,wants to be sunbathin!!,neutral
e149ebd3a1,#vwll2009 Would one of the VWLLers want to add this event to our Ning?   http://bit.ly/BF5sh  Would much appreciate that,ch appreciat,positive
bcc1c6bfad," we got Watts, Chingo Bling, The Chile.. can`t do this thang without BGeezy, we need u on the show!   http://bit.ly/12R3c3",", we need u on the show!",positive
d091dd19f7," ill call you on my home phone to your home phone    after dinner tho! coz im almost ready to eat, is that ok? ****","ill call you on my home phone to your home phone    after dinner tho! coz im almost ready to eat, is that ok?",neutral
1e7784540e," I can understand, pains been part of my life for a long time now  I hope you feel a bit better soon.",", pains been part of my life for a long time now  I hope you feel a bit better soon.",neutral
f19fcbaa3b,thanks to  for becoming a follower,thanks to,positive
fa82c3881c," I am just `okay-okay` .. like the rest of the sane population in the world, I hate mondays","I am just `okay-okay` .. like the rest of the sane population in the world, I hate mondays",neutral
f13b79c67e,hello twittttty world! how do you do?,hello twittttty world! how do you do?,neutral
ced528f7dc, http://twitpic.com/4vdc3 - Lexus has the Twitpic! Happy mother`s day to you Lexus.  I hopw it`s a nice one for you.,Happy mother`s day to you Lexus.  I hopw it`s a nice one for you.,positive
6bc1a0f105,": I`ll be in Heerlen on Sunday but you won`t be there, right?",": I`ll be in Heerlen on Sunday but you won`t be there, right?",neutral
d696680046," noooooooo  i miss you sooooooo much, gaah",noooooooo  i miss you,negative
ebd1ade843," I empathise luvvie, I dont personally understand a grown mans need to dress in tartan in search for a little white ball","I empathise luvvie, I dont personally understand a grown mans need to dress in tartan in search for a little white ball",neutral
cc423d12bd,_PopuLarEnt awww boog u aint been on in a min....hey to ya.  but that`s whats up enjoy ya`ll selves especially your lil cousin.,enjoy,positive
afa8ff98cc, just looked at your hotel web site..what a place   but they do massage  and thats my job..  lol  lol,just looked at your hotel web site..what a place   but they do massage  and thats my job..  lol,neutral
52347ee8f7,I wanna go to the beach...but I have to study,I wanna go to the beach...but I have to study,neutral
4a4c6608ec,going to funeral today for friend and classmate who died in a car wreck last Friday,who died in a car wreck last Friday,negative
93e3c08b4d,"I don`t want to lose my wisdom teeth, they make me wise. I will soon be without a trace of wisdom","I don`t want to lose my wisdom teeth, they make me wise. I will soon be without a trace of wisdom",negative
7787b99e9d,"Did 2dives w/ Oceans Deep Dive. 10m vis, no sun, no colours. Dynamite fishing has done it`s toll on the reefs.","Did 2dives w/ Oceans Deep Dive. 10m vis, no sun, no colours. Dynamite fishing has done it`s toll on the reefs.",neutral
ac60c8d53f, PC I agree...  We have a problem. We must stop spending and only work!!!,We have a problem,negative
99fb8ae709, My windows open and its not that cold ahahah,d its not that cold ahahah,positive
04afd54549,Yay we`re gonna leave earlier!  Can`t wait to get back to Hawthorne!,Yay we,positive
54101c730f,$RZ Hope so.  Time will tell.  Good luck   $$,Good luck,positive
6585732a49,has broken off the fb wedding so sadly no longer has an excuse to get @ hauntingxealot to Goulburn,so sadly,negative
9c60e709a0," http://twitpic.com/3goxn - yes , everybody love you. i`m a german Fan. Follow me !",love you.,positive
0483ab8b73,"OK dear tweeps, goodnight! I need 2 get up early 2 say Happy Mothers Day 2 wife n mom",goodnight!,positive
9a232fb59e, you are the sweetest.  love you cuz!,you are the sweetest.  love you cuz!,positive
8b4c16d307, SAN DIEGO! MOVE DOWN HERE! although whether right now is pretty cold. im waiting for the suck so i can go surf  I LOVE YOU,SAN DIEGO! MOVE DOWN HERE! although whether right now is pretty cold. im waiting for the suck so i can go surf  I LOVE YOU,neutral
0ec5989a18,Nyappy mother`s day to your mom`s.,Nyappy mother`s day to your mom`s.,positive
1dc2cee7c2," yeah i`m not shy doing everything that i can and still nothing  http://blackird72.etsy.com check out my sale, no bites yet","yeah i`m not shy doing everything that i can and still nothing  http://blackird72.etsy.com check out my sale, no bites yet",neutral
da8a4bbce4, so im listening to this random playlist and its leaning toward serani...,so im listening to this random playlist and its leaning toward serani...,neutral
bbd32bfc9d,"While  on vacation,  having golden times spamming Google by 5.350 redirects. http://bit.ly/18kwzh",g golden times,positive
98daed54c8, OK. Happy to hear that you are feeling fine,OK. Happy to hear that you are feeling fine,positive
a15c98b146,"yeah one burrito did not taste like the other, there was no avocado ranch sauce","yeah one burrito did not taste like the other, there was no avocado ranch sauce",neutral
cefe4ece48," yeah, I had a suspicion about that!! I think I`m going to come home and want to spend a ton of money on tools!",", I had a suspicion about that!!",negative
adf6b0cfe3,So not looking forward to hurricane season. 3 days until...,not looking forward,negative
d57866fd4f,I`m entering a two month study/exam period.  Which is awesome. - See you on the flip side,Which is awesome.,positive
1ea46b2b89,"juss boredd, !","boredd,",negative
747c796ad4,feel. sick. too. much. cheese. on. toast.,sick.,negative
4044f7e33d,"Nothin better then ridin in a car with your sister while blasting TH, CB and Lady Gaga so loud you cant hear yourself screamin the lyrics","Nothin better then ridin in a car with your sister while blasting TH, CB and Lady Gaga so loud you cant hear yourself screamin the lyrics",positive
de85c404ee, Last two and know they are going to be weepies,Last two and know they are going to be weepies,neutral
018e5a0d99, Im doing great thank you,great thank you,positive
ec929807ab,http://www.youtube.com/Lillysan I found out this morning I got 800+ subscribers! Thx!  Check on Lillysan Awards! **** Li,Thx!,positive
413f171117, me too! Yay he got in. And the other kid who cries a lot,me too! Yay he got in. And the other kid who cries a lot,neutral
f34a2d7b4d, I think I`ve been killed judging bt my energy after attacking just to see what happened  #spymaster,I`ve been killed,negative
a3df1afdb7,Nothing like Charley Biggs Chicken @ 7:53AM,Nothing like Charley Biggs Chicken @ 7:53AM,neutral
3627f662b9,i won because im awesome,awesome,positive
02df85ec66, could be.,could be.,neutral
13611b97ae,"i HATE when i see pregnant women smokinggg!!!! its sooo irresponsible n selfish! its saaad. ultimately, the baby is the one who suffers.",i HATE when i see pregnant women smokinggg!!!!,negative
da0e6c9116, how do we know if we won?,how do we know if we won?,neutral
53b10154ca,I just got twitter for my palm  <3,I just got twitter for my palm  <3,positive
b78d02040a, i wish i could meet you once  do u think this will happen someday? :`(,i wish i could meet you once  do u think this will happen someday? :`(,negative
6c3221ae9b,so instead of laying out in this 90 degrees i`ve gotta give 32 fourth graders miso/rice/sushi/mochi in an hour  fml,fml,negative
6cf8389b4a, The sweety sat on the table this morning...Just woke up! Very sweet! Oh...btw...I think i`ll be home around 7 pm!!!  ****,! Very sweet!,positive
7875afb5ab,arrg - i`ve been trying to upload my picture...darn thing won`t let me,darn,negative
e5492c0867,"ok, i`m actually going to sleep now =] i`ve been on here only an hour...i tweet far too much already","ok, i`m actually going to sleep now =] i`ve been on here only an hour...i tweet far too much already",neutral
64732adfbd,"lady is clean now, im going to calexico in a moment, i have so much things to do today, and i wanna go and watch the hanna montana movie","lady is clean now, im going to calexico in a moment, i have so much things to do today, and i wanna go and watch the hanna montana movie",neutral
fc373145f8, Didn`t realize you were that young! Advanced Happy Birthday Stefan. MTFBWY... Always!,Happy,positive
c49664b718,Hanging with my cousin Jimmy then hopefully hanging with my friend,hopefully,positive
62852d51c0,I hate when it`s cloudy. I either want it to be all sunny or raining. It`s cloudy,I hate wh,negative
0fe0464b08,Let me google that for you http://lmgtfy.com/,Let me google that for you http://lmgtfy.com/,neutral
83a487db96, I accidently dropped it & now the screen is all messed,messed,negative
133a3a86df,"No profile pic or bio, few or no updates, lots of following and no followers! Zap! Pow! Block! Annoying but strangely satisfying!",Annoying but strangely satisfying!,neutral
6d873a0b93,Planning to run riot in Luton today! BA HAA!  Not reeeally  where`s the library in this (****) town though?,Planning to run riot in Luton today! BA HAA!  Not reeeally  where`s the library in this (****) town though?,neutral
bddc27eafe,"This is my favourite shirt, because its true.  <3 grumpy.    a) cute  b) huggable  c) life of the party  (d)... http://tinyurl.com/q7eax7",favourite,positive
eceafa1060," Thanks, I love it","Thanks, I love it",positive
c9ea30009c,   .ï¿½ï¿½?????ï¿½ï¿½.  i bet. man i wish i coulda went some whr. i didn`t even go out here. i was home all weekend.  nyt life sux here,nd.  nyt life sux,negative
42265e33ee,Good morning World! Happy Star Wars Day! May the 4th be with you!,Good,positive
72cfb17265," 'organization ...ITIL, forget about people (and so they fail)' preaching to the converted  IT is the people http://tr.im/kWUA",fail),negative
6648cd4a3c, i widddd but i`ll be on a bus to london    & also,i widddd but i`ll be on a bus to london    & als,neutral
db36682f23, i bet so,i bet so,neutral
5cdb59a9fe,didnt do my devos...  hopefully my day doesnt suck because of it.,hopefully,positive
b7c00f3a76,on the london eye. Awesome but feel a bit sick. Madame Tussaud`s next,on the london eye. Awesome but feel a bit sick. Madame Tussaud`s next,neutral
3267cb179c,owww i think i tore something in my leg,tore,negative
a9e196f603, http://twitpic.com/67uc7 - can you lend me one? I have a cold too,cold,negative
df398a774e,"  alright...I`m going to get off comp now, go back to ur party  be safe  & have fun!",ave,positive
905e0f6f5f,OMGSH IM BEING FOLLOWED BY >>PARAMORE<< :O,OMGSH,positive
77ba0fee75,  #powerblog What is this powerblog challenge you keep talking about?  I`m a newbie follower,g What is this powerblog challenge you keep talking about?  I`m a newbie followe,neutral
3058a9caff,Happy Bank Holiday,Happy Bank Holiday,positive
0f759071e7,"Hope everyone is okay, especially Americans who are affected by the fire or the Swine flu(h1n1) . OKay, I should pray for them",Hope,positive
7cda7b9fe4, Happy Birthday Mel. We miss you in the UK,Happy Birthday Mel. We miss you in the UK,neutral
c715ca19f6,"Jus hit the casa, changing my swag cloth. Would it be the Pradas or the Dunks tonight??","Jus hit the casa, changing my swag cloth. Would it be the Pradas or the Dunks tonight??",neutral
713e53e776,Just finished weeding the flower bed. Why is it the weeds grow so well but legitimate plants hate me?,Just finished weeding the flower bed. Why is it the weeds grow so well but legitimate plants hate me?,neutral
3fd6003d6b, did u try taco n mac n cheese pizza???? I`m so cravin it right now BUT all the good food makes me sick,BUT all the good food makes me sick,neutral
6333438cd9," Yeah, it`s good.  Just startled me.",good.,positive
6f6bb494c9,"  how very rude fof them, you poor girl i hope you recovered from that  awful site","how very rude fof them, you poor girl i hope you recovered from that  awful site",neutral
6256af4595,says again.. happy mothers day to all your moms  http://plurk.com/p/svdsh,happy mothers day,positive
bd229715c7,Why am I limited to only being able to sync with 1 MS Exchange account on iPhone?  ... same goes for Outlook. Why can`t I have more? Lame.,Lame.,negative
34348ceafd, I am!  going on a hike today!,I am!  going on a hike today!,neutral
c21365d1af,"just camee back from bowling, which i offiacial suck at",which i offiacial suck at,negative
176dae0780,"While I remember, Nerd Hurdles rocks  Especially the tale of the currency of ironpoodonia","While I remember, Nerd Hurdles rocks  Especially the tale of the currency of ironpoodonia",neutral
be2de1ed61,  _erincharde  hey you guys should invite me out...moody is my only friend these days,e  hey you guys should invite me out...moody is my only friend these day,neutral
1b1bb60772," they are, aren`t they.","they are, aren`t they.",neutral
4c29c2a392,I`m really happy...and drunk  but really happy,I`m really happy...and drunk  but really happy,positive
52c99d546b,working late.. but yet so fun hearing my colleagues funny song lists,working late.. but yet so fun hearing my colleagues funny song lists,neutral
7ed7d55216,i miss mcfly last night so much!! i was front row centre  danny was making me laugh so much LOL,i miss mcfly last night so much!! i was front row centre  danny was making me laugh so much LOL,neutral
668b11d461,wants to go to walmart. but won`t go alone,wants to go to walmart. but won`t go alone,neutral
aeee8ceff4, maybe one day I can be on your favorite producers list  lol,I can be on your favorite producers list  lol,positive
5d94fa6526,I love my Boogah! Can anyone contain Lebron James?  Talk about so sick,I love my Boogah! Can anyone contain Lebron James?  Talk about so sick,neutral
2b844ea2f4,i really wanted to go to surfers today,i really wanted to go to surfers today,neutral
9a7e47c167,_addict yeah like super short  I guess I`ll just have to hold my breath till Sunday.,_addict yeah like super short  I guess I`ll just have to hold my breath till Sunday.,neutral
7809dd704a,good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn,good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn,neutral
856f20c8f2,After hearing susan boyle sing she came off as the most beautiful person i`d ever seen. i feel bad for my first impression though,After hearing susan boyle sing she came off as the most beautiful person i`d ever seen. i feel bad for my first impression though,neutral
7321fe66ff, tell your friends to tie you to the railing. I expect a tweet tomorrow about headaches and feeling tired,tired,negative
ccf23937ad, No mine looks the same.,No mine looks the same.,neutral
4367f31dec,uploading pictures on myspace,uploading pictures on myspace,neutral
400b409439,Quick thoughts. Tired. Happy. Satisfied. Entertained. Excited. Oh... and a bit in love,Quick thoughts. Tired. Happy. Satisfied. Entertained. Excited. Oh... and a bit in love,neutral
913c91b0de,"off to go buy more deck sleeves and 3X3 card pages.  Man, those pages are expensive!   Stupid organizing collection.",those pages are expensive!   Stupid organizing collection,negative
67b67973df, ment to be doing hw but not going to happen!!! Ill pray for tia!  Rose is in the shower so sh.. http://bit.ly/VMv6U,ment to be doing hw but not going to happen!!! Ill pray for tia!  Rose is in the shower so sh..,neutral
766e880a75,http://twitpic.com/66vdn - I miss my babyyy,miss,negative
d514d30d15,I should be sleep. I have to wake up soooo early,I should be sleep. I have to wake up soooo early,neutral
71e8e00fa3," aaaau thanks gi  , I really really love u.Thanks for being a really great friend.And forgiveme if i leave you sometime, ?",", I really really love",positive
eacae53aa9,Cat is anxiously watching wild turkeys in my back yard....I think they have their eyes on my bunny rabbit,I think they have their eyes on my bunny rabbit,negative
3ca5811d5c,#3wordsaftersex I haven`t started,#3wordsaftersex I haven`t started,neutral
a0fc3f360c, oh it just takes me after i sign in to an error page,oh it just takes me after i sign in to an error page,neutral
87954b6e95,On my way home in the sunshine with a bag full of my stuff from work...,On my way home in the sunshine with a bag full of my stuff from work...,neutral
6bb974430e," Oh I`m sorry hun  (((****)))) I`m fine thanks.....kids are driving me nuts, but hey ho, they`re back to school on Monday!!","Oh I`m sorry hun  (((****)))) I`m fine thanks.....kids are driving me nuts, but hey ho, they`re back to school on Monday!!",neutral
